Attachments,Link Count,Word Count,Uppercase Count,Exclamation Count,Question Count,Dollar Count,Punctuation Count,HTML Tags Count,Spam Indicator
1,8,241,114,2,0,1,1,2,0
1,2,44,24,1,0,1,10,4,0
3,9,236,24,2,2,2,1,5,1
3,0,244,196,4,2,2,4,3,0
3,2,281,11,4,2,2,2,0,0
0,0,122,43,0,0,2,4,5,0
2,1,11,9,1,3,1,1,2,1
2,9,102,79,5,1,1,4,0,0
3,7,167,26,5,3,2,5,0,1
1,3,85,25,3,2,1,2,1,0
1,10,297,167,3,2,1,6,3,1
3,1,213,50,4,0,1,15,5,1
0,9,252,17,1,1,0,15,3,1
1,4,90,37,1,2,2,13,2,0
1,3,149,93,1,0,1,7,2,0
2,5,160,51,4,0,1,15,2,1
2,1,226,207,0,3,1,15,2,1
3,4,287,244,2,0,0,8,5,1
0,6,59,37,4,2,0,9,1,0
1,6,66,5,5,3,1,3,3,1
0,6,240,184,4,0,1,15,2,1
1,1,123,66,3,2,1,15,1,0
3,9,264,241,5,2,1,14,4,1
2,8,188,74,1,2,2,2,0,1
3,6,296,180,2,2,1,9,4,0
3,10,164,139,4,1,2,1,5,0
3,0,172,90,5,3,2,13,1,1
3,2,186,44,1,2,2,8,0,0
3,2,46,7,3,1,0,4,3,1
1,6,205,62,3,1,1,2,2,1
3,9,279,265,0,3,0,1,4,1
0,7,254,207,4,2,1,14,0,1
1,8,146,116,2,3,1,1,1,0
1,4,75,36,0,1,1,1,4,0
1,10,137,111,5,0,1,3,1,0
1,7,168,46,3,2,0,15,1,0
2,2,29,24,1,1,0,1,3,1
3,9,256,136,3,3,0,0,2,0
2,10,185,61,5,1,1,1,1,1
3,2,201,194,1,3,2,5,3,1
3,3,49,19,1,3,0,13,0,0
2,8,75,11,3,2,1,10,5,1
1,3,279,49,1,3,0,4,2,1
1,6,274,155,2,2,1,5,3,0
2,4,247,8,4,1,0,8,1,0
0,1,218,176,4,1,2,9,4,0
3,4,59,6,2,0,0,3,0,0
0,3,281,143,2,2,1,6,0,0
0,6,14,2,3,3,2,15,5,0
1,10,114,69,0,1,1,9,3,0
1,0,275,57,0,3,1,6,1,0
2,10,45,31,0,2,2,12,5,1
3,1,79,19,1,2,0,4,5,1
3,9,257,42,0,1,2,6,5,0
1,5,159,50,3,2,0,2,2,1
0,6,198,80,5,3,1,1,3,1
3,1,66,62,1,0,2,1,3,1
2,4,34,19,1,3,0,1,3,1
3,4,219,59,4,2,0,14,4,0
2,2,62,9,4,3,0,8,0,1
0,0,273,141,1,1,1,14,1,0
1,6,161,158,2,1,0,4,5,1
0,9,185,93,2,1,0,12,2,1
2,7,149,76,2,3,1,9,2,0
3,0,60,33,0,1,0,10,2,1
0,5,231,61,2,2,2,11,4,1
1,4,84,8,4,1,1,4,0,1
0,8,290,218,3,1,2,7,5,0
2,5,276,77,3,2,2,10,2,1
2,10,182,11,0,3,0,11,2,0
0,6,155,4,0,3,0,15,1,1
0,6,201,0,5,2,1,2,4,1
3,6,167,69,1,2,2,12,0,0
2,8,55,50,4,3,2,9,2,1
0,5,170,134,4,3,0,2,4,0
3,10,234,184,2,1,0,14,2,0
0,0,257,250,0,2,1,11,1,1
3,1,18,14,3,1,1,3,3,0
0,6,118,93,3,0,0,3,3,1
2,6,283,256,4,0,0,1,2,0
1,0,287,92,5,2,2,11,1,0
2,9,124,40,1,3,1,5,1,0
0,9,75,8,4,2,0,7,2,0
1,3,115,108,1,3,2,9,2,1
1,3,220,16,4,3,1,13,5,1
2,6,193,37,4,1,2,12,4,1
0,2,99,48,5,2,0,0,5,0
3,10,264,78,1,2,1,15,1,0
2,6,269,215,4,3,2,10,5,1
3,7,123,103,0,2,0,10,3,0
1,5,10,4,0,2,2,1,2,1
1,1,43,14,4,3,2,2,1,1
1,6,34,32,3,3,2,7,3,1
0,2,246,63,2,3,1,3,1,1
2,9,233,213,3,3,0,12,0,1
0,3,44,24,1,0,1,10,1,0
1,6,34,0,5,0,1,3,1,1
3,2,236,126,4,1,2,4,0,1
3,8,91,85,1,0,0,15,3,1
1,10,163,123,3,1,1,13,3,0
0,8,40,38,4,2,2,7,1,1
3,5,294,83,2,2,2,2,4,1
2,5,52,47,2,0,0,6,5,0
0,1,147,133,4,1,1,9,2,1
0,10,30,16,1,3,2,9,4,1
2,9,118,25,5,1,0,14,0,0
0,6,196,80,2,3,2,4,4,0
2,1,278,137,3,3,1,12,5,1
0,0,175,94,4,0,0,2,0,1
3,9,74,5,2,3,0,0,1,1
2,10,292,160,2,1,1,9,2,1
0,4,95,10,1,0,1,7,2,0
3,1,195,24,3,3,0,9,0,0
1,8,104,22,5,2,1,8,5,1
2,10,76,30,5,2,1,13,1,0
0,10,16,5,5,2,1,14,2,1
0,6,180,79,1,2,2,9,3,0
1,9,126,53,5,2,0,11,4,1
0,0,170,83,2,3,1,0,3,1
1,1,167,100,1,1,0,4,3,0
2,0,268,262,3,3,1,1,1,0
3,4,256,160,0,2,0,11,5,0
0,1,241,191,3,3,1,0,1,1
3,10,122,7,2,0,1,4,5,0
0,1,50,34,0,0,1,6,2,0
2,5,30,2,2,0,1,5,5,1
3,10,186,153,5,3,0,6,0,1
1,8,124,29,5,3,0,15,3,1
0,2,210,152,3,0,0,14,0,0
1,8,44,37,5,1,2,15,2,1
2,10,40,23,3,0,1,0,4,1
0,1,209,159,3,3,2,11,0,1
3,9,193,189,1,3,2,13,5,0
3,1,240,228,4,1,0,1,5,1
0,7,40,39,3,1,1,9,2,0
3,7,187,163,5,2,0,10,1,0
0,2,130,96,4,2,2,14,4,0
3,4,170,143,5,2,2,9,3,0
1,4,36,25,3,1,1,14,5,0
2,7,268,73,4,2,2,3,3,0
3,5,243,92,4,3,0,2,4,1
2,1,28,0,5,1,1,9,3,0
2,3,159,86,5,0,2,7,2,0
0,10,273,146,4,0,2,13,2,1
2,5,257,45,3,1,0,10,5,1
2,5,247,208,0,1,1,2,0,0
1,8,53,21,0,1,1,13,4,1
0,4,123,17,0,3,1,10,0,0
3,8,290,25,2,1,0,12,5,1
2,10,97,85,5,0,0,3,4,1
2,4,11,10,5,0,1,8,5,1
3,2,233,177,2,3,2,2,3,1
0,3,77,47,5,3,2,8,4,0
1,2,170,18,0,2,0,5,3,1
3,9,207,159,2,3,1,14,1,0
3,5,144,137,3,0,1,12,5,0
0,6,245,78,4,3,0,4,3,1
1,10,167,21,5,0,1,7,1,1
3,3,168,34,3,0,1,11,1,1
2,4,24,1,0,2,0,15,2,1
2,4,211,177,1,1,1,6,4,1
3,8,128,78,3,0,1,14,0,0
3,2,298,271,5,1,0,4,4,0
1,4,82,82,3,1,1,6,3,1
3,5,195,168,0,0,2,7,3,1
2,8,43,26,2,2,0,14,1,1
1,6,37,33,1,0,1,8,3,0
1,8,129,2,5,3,0,2,3,1
0,7,231,66,4,1,0,6,5,1
2,5,212,75,4,2,2,0,5,1
1,7,277,61,2,3,1,0,0,0
3,9,261,200,2,2,2,10,2,0
1,9,203,92,3,3,0,14,5,1
2,9,240,141,5,0,1,5,5,0
1,9,293,24,1,1,1,5,3,1
0,3,229,118,1,3,0,12,5,0
1,10,100,37,4,2,0,15,3,1
2,1,91,25,2,1,2,0,4,0
2,7,117,52,1,1,0,13,3,1
2,3,214,72,4,3,1,0,5,1
1,4,139,132,4,2,2,2,2,1
2,10,198,151,3,2,1,0,3,1
3,3,38,9,4,2,2,15,4,1
1,8,262,199,4,2,2,10,4,1
0,2,74,12,3,1,0,7,2,0
0,1,174,49,3,1,0,3,2,1
1,6,68,6,1,0,0,13,1,0
2,8,114,56,0,1,2,9,2,0
0,6,158,150,5,0,0,10,1,1
1,2,221,147,3,2,2,12,3,0
0,3,262,67,3,0,0,3,4,1
3,4,270,109,0,1,2,8,5,0
2,4,295,137,4,3,1,12,3,1
1,5,21,17,4,2,0,6,2,0
2,10,176,19,1,0,0,12,2,1
1,5,188,12,3,0,0,0,3,1
0,6,178,96,2,3,0,1,4,0
1,5,135,15,2,3,0,6,0,0
3,1,298,229,2,2,1,1,1,0
0,4,191,11,2,3,1,5,2,1
0,3,45,24,5,3,1,0,2,0
1,8,119,57,0,3,2,3,0,0
0,1,273,264,3,2,1,13,3,0
3,4,75,60,3,1,0,10,2,0
2,4,234,78,2,1,0,9,2,1
0,1,162,49,2,2,2,0,5,0
3,6,73,10,5,3,1,2,3,0
3,0,97,21,0,3,2,12,4,1
0,2,224,198,4,1,1,0,4,1
1,0,150,34,2,0,2,13,0,1
0,0,168,41,4,2,0,2,5,0
1,4,174,140,4,0,2,13,1,0
3,10,59,24,3,1,0,14,5,0
2,5,164,0,2,2,2,11,2,0
2,8,38,31,3,1,2,12,0,1
0,10,93,61,3,3,1,10,3,1
0,1,107,66,0,2,2,4,1,1
1,8,67,28,5,0,0,8,2,1
2,6,152,75,5,2,2,1,4,0
2,10,70,68,0,3,2,3,5,0
3,0,89,47,0,1,1,8,0,1
0,2,128,55,4,2,1,0,4,1
3,3,209,147,5,0,1,6,3,1
3,3,107,98,1,0,1,14,5,1
1,9,239,33,5,3,0,0,3,1
1,9,164,71,3,1,0,14,3,1
1,2,180,163,0,3,0,0,0,0
1,3,90,51,2,3,0,15,4,0
1,1,111,12,2,2,0,5,3,1
2,6,165,2,3,1,0,10,3,1
3,9,300,213,3,2,1,13,1,0
2,9,267,54,5,2,0,7,3,0
1,2,147,75,4,0,0,8,2,1
3,9,162,79,1,1,2,4,0,1
2,5,123,57,4,2,2,9,1,1
2,6,171,166,4,0,1,5,2,0
0,3,193,176,4,2,1,14,5,1
2,6,278,32,3,0,1,2,4,1
3,2,213,4,3,3,2,12,1,0
3,4,160,90,5,0,1,4,0,0
1,2,105,100,1,1,1,7,4,0
2,3,56,49,4,0,2,12,1,0
2,0,158,107,0,3,0,4,0,1
2,5,179,17,3,1,2,2,5,1
1,5,257,166,2,3,0,10,3,1
2,7,26,2,4,2,1,12,3,1
3,9,38,32,1,1,0,12,0,0
3,9,155,39,5,0,2,4,1,0
2,7,98,7,3,1,1,1,2,1
1,1,294,119,5,2,2,11,1,0
2,7,223,198,2,3,2,0,3,0
0,3,285,140,3,1,1,11,0,1
1,0,52,27,1,1,2,2,4,1
2,5,204,154,1,3,0,15,3,0
2,4,128,37,0,2,1,5,5,0
1,0,161,37,5,2,1,0,2,0
3,9,205,192,2,3,2,13,1,0
0,3,85,62,2,2,1,2,4,1
0,3,157,140,0,3,0,15,4,0
2,4,208,71,1,3,0,0,1,1
0,10,192,79,1,1,0,15,3,0
3,10,199,155,4,1,0,1,4,0
2,9,54,28,3,3,0,11,4,1
0,9,160,34,1,0,0,10,3,0
0,7,211,139,5,2,1,14,4,1
0,0,160,111,4,1,2,3,3,0
0,8,236,120,1,1,0,11,3,0
0,8,234,49,0,0,2,11,2,1
1,9,264,108,0,0,2,15,1,1
2,8,107,13,1,2,1,4,3,0
2,2,43,9,1,1,1,6,4,1
0,8,296,253,3,3,1,5,5,0
2,2,194,11,0,3,1,2,1,1
2,5,169,28,0,3,2,0,5,1
1,7,165,151,4,0,2,15,2,0
1,1,261,153,3,3,2,3,2,1
2,10,55,16,0,2,2,8,1,1
0,3,276,116,0,0,1,10,0,0
0,8,275,98,5,3,0,4,2,0
3,6,264,127,1,2,1,8,3,0
1,7,230,186,4,3,0,5,5,0
2,0,212,59,2,0,1,8,5,1
0,2,28,27,1,3,2,0,0,0
1,2,133,17,1,2,2,5,2,1
0,8,29,1,0,0,0,15,3,0
1,1,70,8,4,2,2,11,4,1
3,8,214,209,3,3,0,15,2,1
3,1,254,91,4,3,0,13,4,0
2,9,160,159,4,3,0,9,4,0
1,5,277,42,2,2,0,1,3,0
0,9,22,17,4,3,2,1,5,1
0,7,272,104,0,1,2,3,1,1
2,8,75,48,4,1,2,13,3,0
0,2,172,158,0,2,0,10,2,0
0,0,200,148,2,0,2,11,1,0
1,2,186,63,3,3,1,10,3,0
3,5,107,61,4,1,2,4,1,1
0,3,239,57,3,1,2,5,3,1
3,2,214,64,1,1,1,4,0,1
3,9,21,3,2,2,1,7,0,1
1,4,38,14,4,3,2,7,4,1
0,6,157,37,0,1,2,10,5,0
3,7,167,123,3,1,2,1,1,0
2,2,202,191,3,0,2,1,2,0
0,2,35,14,5,2,1,12,1,1
3,9,71,35,5,3,2,9,5,0
3,4,128,64,3,0,2,7,4,1
0,0,269,9,3,2,0,2,1,0
3,0,219,24,0,2,0,12,1,1
3,10,142,18,5,3,0,15,3,1
0,9,208,142,3,3,0,9,2,1
2,3,259,78,5,3,2,1,2,1
3,9,263,207,3,0,0,11,1,0
2,3,178,17,3,3,1,2,4,0
3,9,89,45,1,0,1,6,2,1
0,9,88,7,1,2,0,4,5,1
1,3,76,60,5,1,0,6,5,0
2,9,32,25,0,1,2,1,1,0
1,6,184,162,2,0,1,5,2,1
1,7,168,119,2,1,1,6,2,1
0,3,34,19,5,3,2,14,2,1
0,4,51,46,1,0,1,13,5,1
2,6,157,122,5,1,0,14,1,0
2,1,159,29,3,2,0,14,5,0
3,2,70,45,1,2,2,8,3,1
0,3,243,223,4,3,2,11,3,1
1,9,219,171,3,1,1,0,3,0
1,9,88,20,5,3,2,13,5,1
0,9,240,228,0,2,0,11,2,0
3,2,250,0,1,0,2,13,5,1
1,4,51,33,3,2,1,0,1,1
0,8,100,5,0,2,1,12,4,1
1,6,262,133,0,0,1,11,3,1
3,2,240,181,5,2,2,13,0,1
3,4,138,35,1,0,2,1,4,1
2,7,231,196,0,1,1,10,2,0
3,0,154,12,1,1,0,11,5,0
2,4,294,92,3,0,2,12,4,0
0,9,225,180,5,3,2,15,5,0
1,7,123,105,0,1,2,11,4,1
3,10,174,52,2,3,0,2,4,1
3,10,136,5,1,2,2,3,0,0
0,10,61,52,3,0,1,15,5,0
2,4,109,18,1,2,1,2,3,1
3,8,178,64,2,0,2,13,2,1
1,10,32,5,0,3,0,1,0,0
1,2,223,208,0,3,0,7,3,0
2,4,112,82,5,2,1,11,0,0
0,0,184,55,5,1,1,1,5,0
3,8,105,64,4,1,2,1,1,0
2,8,257,21,1,3,1,6,1,0
1,9,248,97,0,3,1,7,4,1
1,4,33,25,2,2,1,4,2,1
1,4,126,74,2,0,1,14,5,1
1,7,197,11,5,2,1,1,3,1
1,1,65,18,1,2,0,12,2,1
0,7,200,122,0,3,1,7,0,1
3,10,167,166,4,0,0,4,3,1
2,3,94,91,1,2,0,11,5,0
3,1,140,94,3,2,1,13,0,0
2,0,133,114,4,1,2,9,0,0
0,4,169,106,1,3,0,15,4,0
2,8,104,59,3,2,1,12,2,0
3,3,161,70,3,2,0,10,4,1
1,10,115,97,4,0,1,14,0,0
0,4,270,183,0,3,2,9,2,1
2,0,92,10,5,1,0,4,2,1
0,5,265,55,3,0,2,10,1,1
3,2,160,59,5,0,1,4,0,0
1,8,205,108,2,0,2,9,4,0
0,1,260,180,5,3,2,4,3,1
2,8,79,3,4,3,1,1,1,0
2,5,299,157,0,1,0,14,1,1
2,3,186,147,2,0,1,11,2,1
0,10,57,9,1,3,2,5,5,1
3,0,273,273,0,2,2,13,2,1
3,2,249,63,3,1,0,8,4,0
2,10,21,1,0,2,2,10,2,1
0,5,58,48,5,3,0,3,0,0
2,9,271,212,5,1,2,3,4,1
3,4,240,225,5,3,1,7,0,0
0,2,278,226,3,2,2,11,2,1
0,5,205,92,0,1,2,0,1,1
3,2,143,5,4,1,0,11,5,0
1,5,119,48,1,3,2,3,2,0
0,8,51,21,2,0,2,7,2,1
2,4,224,131,2,0,1,14,5,0
2,0,209,158,4,1,0,9,4,1
1,1,123,66,0,1,1,2,1,0
1,9,287,10,2,0,0,4,0,0
3,9,263,24,2,0,1,1,5,1
2,4,47,35,4,0,2,14,0,1
2,8,158,144,3,0,0,8,4,1
3,7,46,27,1,3,1,12,0,0
2,5,54,24,4,1,1,15,2,0
3,8,272,136,2,2,2,1,1,0
1,0,167,71,0,2,1,0,3,0
1,10,253,50,0,3,0,4,3,0
2,5,291,8,5,3,1,3,5,1
1,9,233,26,3,0,2,13,5,1
2,5,110,107,0,3,2,13,2,0
0,1,28,4,4,0,1,3,4,1
3,4,191,158,5,3,1,6,5,0
1,7,49,49,5,3,0,8,4,0
2,1,269,159,5,1,1,2,0,0
3,8,236,45,5,3,2,8,3,0
0,0,259,90,0,2,0,5,0,1
2,2,265,182,3,3,0,0,3,0
3,8,74,55,4,0,1,14,1,0
2,7,77,0,0,3,0,8,2,1
0,1,136,59,5,2,0,5,0,1
1,2,288,111,2,0,0,7,0,0
3,10,230,69,0,1,0,15,2,0
3,1,38,31,2,2,2,15,2,0
0,7,47,36,1,2,1,8,3,1
0,5,179,70,3,1,1,14,5,1
1,4,24,13,2,0,0,10,2,1
1,7,278,194,0,0,0,13,5,0
2,7,84,70,0,3,0,15,5,1
2,5,136,52,5,2,1,10,0,1
0,4,103,60,0,3,2,14,4,0
2,3,182,159,3,3,2,0,5,1
3,9,242,2,4,1,1,11,3,1
0,10,119,86,5,0,0,4,1,0
0,9,71,33,5,3,2,15,3,0
1,8,21,6,1,0,1,9,0,0
3,2,152,76,3,1,0,3,3,0
1,3,215,95,3,0,0,5,5,0
0,5,258,239,4,0,2,14,5,1
1,1,263,135,0,2,2,8,3,1
3,6,244,207,4,0,1,5,1,0
0,3,95,85,2,0,1,2,3,0
2,9,103,71,2,0,1,0,0,1
3,2,243,110,3,1,1,15,0,0
0,6,79,57,1,3,1,8,4,0
2,2,84,37,2,2,0,12,4,1
2,1,30,7,3,0,2,11,1,0
1,10,194,147,0,1,2,13,2,0
0,5,189,99,1,1,1,7,5,1
3,8,199,32,1,1,0,14,4,0
1,0,23,5,1,1,0,14,0,0
3,10,169,156,2,1,1,14,1,1
2,5,19,14,3,2,0,9,0,0
1,9,261,52,5,2,1,14,2,0
2,6,120,110,0,3,1,0,2,0
3,9,91,30,5,0,0,9,2,1
1,9,155,107,1,1,0,4,4,0
3,8,253,206,4,2,0,5,2,0
2,6,265,172,0,1,2,14,1,1
3,0,259,63,4,0,2,15,1,1
3,10,110,0,0,0,1,0,3,0
2,4,50,24,1,1,1,7,5,0
2,10,125,12,1,2,2,0,5,1
2,5,163,2,4,2,1,9,5,0
3,8,251,160,4,2,0,6,0,0
2,2,23,15,0,3,1,7,0,0
3,10,176,118,5,1,1,6,5,1
3,6,89,14,4,2,1,12,4,0
2,1,119,64,2,2,2,9,0,1
1,2,69,1,0,3,1,3,1,1
3,8,224,217,4,3,0,5,5,1
1,2,126,69,5,3,2,9,5,1
0,3,154,144,1,1,2,4,5,0
3,7,25,10,5,3,2,1,5,0
2,1,132,52,4,3,1,12,5,1
1,9,78,2,0,2,1,10,4,1
1,3,244,210,1,0,0,11,3,1
2,5,266,205,4,1,1,10,2,1
3,10,174,95,5,1,0,3,1,0
1,3,41,13,1,0,1,3,0,1
1,10,215,18,3,3,2,13,4,1
0,5,159,157,2,2,0,1,1,1
0,0,240,176,3,0,2,9,4,1
3,1,274,56,1,1,0,11,1,0
0,2,14,3,0,1,2,9,5,1
3,0,47,11,0,3,0,10,4,0
3,3,204,57,2,2,1,1,1,1
0,5,253,123,1,3,2,1,3,1
2,3,11,2,0,3,0,6,1,1
0,9,118,69,4,0,2,8,5,0
0,6,201,154,0,0,0,7,4,0
3,4,204,20,0,2,0,10,5,1
3,5,15,15,0,1,0,7,1,1
3,4,51,23,5,3,2,11,4,1
2,7,105,81,0,3,0,8,4,0
0,2,134,46,2,1,2,14,3,0
3,3,223,185,1,0,1,4,4,0
3,1,211,149,1,0,0,8,1,1
2,0,106,41,4,3,2,10,4,1
0,2,164,9,1,3,1,1,3,1
0,5,141,88,5,1,1,4,4,1
1,6,175,72,0,0,2,15,1,0
1,8,245,139,5,1,1,3,3,1
0,3,201,143,0,1,2,11,0,1
1,6,86,84,0,1,1,5,1,1
1,3,65,52,0,0,0,15,0,0
0,2,291,74,3,3,1,11,3,0
1,8,68,46,3,0,2,7,3,0
2,1,203,109,4,3,2,6,5,1
1,10,101,10,2,0,0,1,3,1
3,2,103,2,4,2,2,1,1,0
1,5,214,162,3,1,0,10,4,0
1,9,160,72,5,0,0,7,2,1
3,7,90,57,5,2,2,14,5,0
0,4,272,40,4,1,1,15,2,1
2,4,156,54,2,3,2,8,4,0
3,5,87,44,2,3,1,4,1,0
0,7,12,6,0,2,1,3,2,1
0,7,33,31,4,2,0,9,1,0
1,1,60,58,2,3,2,11,0,0
0,4,116,83,2,0,0,6,3,0
1,3,250,221,5,2,1,4,1,0
0,5,56,31,4,1,0,13,5,0
1,2,210,7,0,1,0,3,1,0
2,3,257,133,4,1,0,12,1,1
1,2,222,23,1,1,1,6,1,0
1,2,35,24,2,1,0,1,0,0
2,0,160,28,3,3,0,14,1,0
3,2,174,76,2,2,1,5,3,1
2,5,45,43,0,2,0,8,0,1
0,6,110,96,0,3,1,8,1,1
2,9,294,184,4,0,0,6,2,0
3,4,258,89,3,0,1,0,2,0
0,10,225,183,3,1,0,9,5,0
3,5,131,121,0,3,1,4,0,1
3,8,15,3,0,0,1,11,5,0
0,2,55,12,1,0,0,0,1,0
3,8,33,5,2,2,0,5,4,0
0,3,258,5,4,2,0,1,5,0
3,2,84,20,3,1,0,10,3,1
1,9,36,0,4,2,2,0,1,1
3,0,220,42,4,3,2,15,1,0
2,10,118,8,3,1,2,5,5,1
1,6,293,241,2,3,0,6,1,1
1,1,192,23,1,3,2,12,2,1
3,0,163,49,2,2,1,10,4,1
1,6,265,180,0,3,0,12,0,1
3,9,39,10,3,1,0,15,1,1
3,7,175,108,0,2,0,8,4,1
3,1,63,9,1,2,2,15,2,1
3,0,219,168,1,0,2,10,1,1
3,8,171,41,3,3,0,1,5,0
2,4,173,24,0,2,0,5,4,0
3,7,100,66,3,0,0,7,2,1
1,2,157,62,4,2,1,9,5,0
2,10,163,137,4,1,2,1,3,0
3,0,61,37,5,0,2,6,4,0
2,4,206,10,3,1,0,8,3,1
0,0,56,1,2,2,1,3,4,0
2,2,36,24,5,0,1,9,4,1
0,8,130,99,2,2,0,3,5,0
3,6,239,82,1,0,2,1,5,1
2,8,116,95,0,1,0,14,3,1
0,1,174,41,0,1,1,14,0,0
2,10,258,80,0,0,0,2,3,0
2,5,128,77,5,0,2,4,5,1
1,4,66,13,2,3,2,13,3,0
3,0,254,249,2,2,1,5,5,1
1,6,179,3,4,0,0,4,4,1
3,8,242,176,2,1,2,5,1,1
1,6,180,146,3,2,2,11,5,1
0,10,197,137,3,0,2,6,5,0
3,6,190,170,1,3,2,5,0,0
1,2,74,46,0,2,0,9,1,0
0,5,194,5,5,0,2,3,1,1
1,0,235,1,2,1,0,14,3,0
0,3,45,33,0,2,1,14,3,0
2,0,55,30,1,0,0,0,3,1
3,8,232,181,5,0,1,0,5,0
1,3,282,30,1,1,2,2,2,0
3,3,121,108,1,3,0,1,5,1
2,2,107,65,4,3,2,13,3,0
0,9,195,151,3,3,0,14,1,1
0,2,78,22,2,0,0,8,2,0
3,7,117,98,2,2,0,8,3,0
1,4,60,43,0,0,0,11,5,1
0,1,212,74,5,1,0,9,2,1
3,6,280,92,4,2,0,3,3,1
0,6,236,121,2,0,1,4,5,0
1,7,266,129,0,2,1,4,5,1
3,7,80,69,2,3,0,15,4,1
2,3,85,51,3,0,0,2,5,1
2,2,114,11,5,0,2,1,1,0
3,10,85,82,4,2,2,8,5,0
3,6,145,78,5,1,0,13,3,1
1,9,283,225,2,1,2,11,5,0
1,2,193,168,5,2,0,8,1,1
0,2,40,19,4,1,1,13,5,0
1,9,138,123,2,2,1,2,2,0
3,8,132,131,1,3,0,14,0,0
1,10,136,42,2,0,0,5,5,0
0,2,55,11,2,0,2,11,2,0
1,9,66,53,1,2,1,13,1,0
0,5,241,1,5,0,2,11,5,0
3,9,52,9,2,2,0,3,3,0
2,7,74,27,3,2,1,9,3,1
0,10,193,163,0,2,2,10,5,1
3,6,121,81,3,0,0,15,0,0
0,8,16,16,2,1,2,14,4,0
0,10,17,5,5,1,1,10,1,1
0,0,258,74,0,0,0,0,0,1
2,9,50,21,2,1,1,8,3,0
1,1,228,111,1,3,1,14,0,0
0,1,139,13,3,1,0,0,3,1
2,7,89,85,2,2,1,4,2,0
2,4,79,70,5,1,0,7,4,1
0,2,14,9,3,0,2,10,1,0
3,6,255,120,3,3,2,13,0,1
1,7,149,103,4,1,2,5,0,0
1,7,245,40,5,3,2,12,3,0
3,2,84,79,2,2,0,12,0,0
3,6,185,160,3,3,2,7,2,1
0,7,210,88,5,3,2,12,0,0
2,1,217,20,2,2,1,8,4,1
2,8,127,64,4,2,2,15,4,0
0,7,248,34,3,1,0,12,0,0
1,2,92,13,0,0,2,14,2,1
2,7,220,94,5,1,1,4,0,1
3,6,136,31,3,3,2,14,4,0
2,10,163,4,0,2,0,5,1,1
2,1,270,71,1,2,1,14,5,1
1,6,215,169,0,2,2,2,4,0
0,9,68,26,0,1,0,3,4,1
0,7,217,75,3,0,2,2,2,0
0,10,222,116,4,1,2,9,0,1
1,1,15,0,3,2,1,12,0,0
0,7,281,40,0,1,2,15,3,1
2,10,287,169,5,0,0,7,3,0
2,9,267,251,3,3,1,8,4,0
0,9,161,99,5,2,0,10,5,0
0,3,198,41,1,3,0,0,5,1
2,4,267,101,1,1,2,2,5,1
3,4,113,110,3,0,2,6,1,0
0,10,149,121,1,1,2,13,2,1
2,10,139,106,4,3,1,11,4,1
3,1,239,164,5,0,2,3,0,1
2,9,76,54,0,0,1,5,0,1
2,1,210,48,4,3,2,8,3,1
1,9,139,77,1,1,0,8,4,0
1,0,44,18,0,3,0,8,3,1
1,8,280,191,3,3,1,2,5,1
3,5,76,63,1,3,2,13,4,0
2,5,154,56,2,0,0,0,1,1
3,9,76,36,5,2,1,12,0,1
0,0,156,1,3,3,0,8,2,1
0,0,40,38,5,1,2,2,4,0
0,3,132,116,4,1,0,10,0,0
2,2,50,14,1,2,0,7,3,0
0,3,145,72,5,2,0,9,0,1
0,9,235,37,5,1,1,0,1,0
2,6,103,34,0,1,1,7,3,0
1,6,253,149,2,0,2,0,4,1
2,7,201,135,3,2,1,9,0,1
2,10,77,36,3,3,2,0,4,0
3,7,194,154,2,0,1,10,5,0
1,4,51,23,3,2,2,9,1,0
3,10,292,100,1,3,1,2,4,1
0,7,133,119,0,0,0,2,5,0
0,6,79,77,0,2,0,9,4,0
0,1,298,19,2,1,2,15,3,0
2,8,271,60,0,1,0,4,3,1
2,5,164,25,1,1,2,1,5,0
2,10,119,95,2,0,1,12,4,1
2,1,204,100,3,0,1,13,2,1
2,7,291,216,3,0,0,4,3,1
1,10,104,76,5,1,0,3,0,1
3,7,154,95,2,1,1,8,1,0
3,6,272,72,4,3,0,15,1,0
2,6,164,117,1,2,0,10,5,0
0,2,17,14,1,2,0,2,5,0
0,6,260,42,1,1,1,1,2,0
2,6,255,79,3,0,0,5,4,1
3,8,151,7,0,1,0,1,5,0
0,7,66,48,0,3,0,2,4,1
0,7,55,0,0,1,2,14,4,0
2,8,51,7,3,0,1,4,4,1
0,0,14,4,5,2,1,12,4,1
0,0,285,119,0,0,0,0,5,0
0,7,142,95,2,0,0,10,3,1
0,8,123,51,2,2,2,9,1,1
1,1,110,1,4,0,1,3,2,0
3,5,177,113,0,1,2,1,1,1
2,1,199,189,0,3,2,11,2,0
1,2,13,1,4,2,1,5,2,0
1,10,158,118,1,3,0,3,5,0
2,10,85,72,2,1,0,10,2,0
0,2,92,62,0,0,1,3,4,0
1,3,217,83,2,2,2,13,5,0
3,6,177,129,5,0,2,2,2,0
3,0,280,222,5,0,0,5,2,1
3,4,116,38,2,2,1,5,4,1
0,8,272,245,2,2,1,7,4,1
0,6,39,2,2,2,1,5,2,1
1,4,130,64,4,0,0,2,1,0
3,6,164,106,5,2,1,13,4,0
1,5,172,24,0,2,1,0,1,1
